Day,Hour,Month,Precip In,RH,Station,Temp F,Wind Dir,Wind Spd MPH,Year
16,7,8,0,83.47,MSP,60.98,210,4.6,2013
17,7,8,0,83.47,MSP,60.98,130,3.45,2013
18,7,8,0,80.34,MSP,62.06,130,3.45,2013
20,7,8,0,78.57,MSP,71.96,170,5.75,2013
21,7,8,0,87.45,MSP,73.94,160,5.75,2013
25,7,8,0,71.39,MSP,80.06,200,10.35,2013
27,7,8,0,76.74,MSP,78.98,190,5.75,2013
28,7,8,0,90.14,MSP,73.04,40,3.45,2013
30,7,8,0,84.34,MSP,75.02,360,11.5,2013
2,8,8,0,67.79,MSP,66.92,320,4.6,2013
13,8,8,0,74.75,MSP,62.06,0,0,2013
16,8,8,0,80.93,MSP,62.96,210,3.45,2013
18,8,8,0,72.72,MSP,66.02,0,0,2013
21,8,8,0,76.57,MSP,77,200,5.75,2013
25,8,8,0,71.39,MSP,80.06,190,12.65,2013
27,8,8,0,74.07,MSP,80.06,200,6.9,2013
2,9,8,0,58.82,MSP,71.06,340,5.75,2013
18,9,8,0,63.45,MSP,69.98,160,4.6,2013
21,9,8,0,73.88,MSP,78.08,220,6.9,2013
24,9,8,0,73.59,MSP,75.02,160,10.35,2013
25,9,8,0,66.93,MSP,82.04,200,13.8,2013
7,10,8,0,72.72,MSP,66.02,330,11.5,2013
12,10,8,0,61.28,MSP,71.96,330,11.5,2013
18,10,8,0,57.2,MSP,73.04,220,5.75,2013
21,10,8,0,69.32,MSP,80.96,230,6.9,2013
26,10,8,0,63.27,MSP,84.92,210,8.05,2013
1,11,8,0,37.21,MSP,77,320,10.35,2013
7,11,8,0,60.91,MSP,69.08,340,11.5,2013
13,11,8,0,43.75,MSP,69.98,0,6.9,2013
1,12,8,0,37.38,MSP,78.08,270,5.75,2013
7,12,8,0,50.89,MSP,71.06,340,10.35,2013
17,12,8,0,41.86,MSP,78.08,230,13.8,2013
22,12,8,0,34.01,MSP,80.96,40,12.65,2013
25,12,8,0,53.91,MSP,89.96,200,16.1,2013
31,12,8,0,60.49,MSP,80.96,0,0,2013
7,13,8,0,47.59,MSP,73.04,340,13.8,2013
12,13,8,0,41.86,MSP,78.08,320,10.35,2013
13,13,8,0,35.5,MSP,73.94,20,4.6,2013
17,13,8,0,37.69,MSP,80.06,170,14.95,2013
22,13,8,0,31.89,MSP,82.94,70,8.05,2013
25,13,8,0,50.67,MSP,91.94,200,14.95,2013
27,13,8,0,54.18,MSP,91.94,150,8.05,2013
31,13,8,0,56.72,MSP,82.94,160,5.75,2013
16,14,8,0,46.47,MSP,75.92,210,6.9,2013
17,14,8,0,36.46,MSP,80.06,210,10.35,2013
20,14,8,0,55.31,MSP,87.98,180,10.35,2013
22,14,8,0,30.8,MSP,84.02,10,9.2,2013
23,14,8,0,47.82,MSP,84.92,170,8.05,2013
27,14,8,0,49.27,MSP,95,0,0,2013
31,14,8,0,51.25,MSP,84.92,130,5.75,2013
12,15,8,0,40.54,MSP,80.06,360,9.2,2013
17,15,8,0,35.4,MSP,80.96,220,10.35,2013
19,15,8,0,51.4,MSP,86,190,8.05,2013
22,15,8,0,30.09,MSP,86,0,6.9,2013
23,15,8,0,43.07,MSP,86,140,12.65,2013
25,15,8,0,45.96,MSP,96.08,200,12.65,2013
30,15,8,0,54.5,MSP,82.04,10,12.65,2013
6,16,8,0,49.22,MSP,84.02,210,14.95,2013
7,16,8,0,38.57,MSP,75.92,10,12.65,2013
12,16,8,0,39.05,MSP,78.98,340,12.65,2013
17,16,8,0,34.18,MSP,82.04,170,13.8,2013
19,16,8,0,47.83,MSP,87.08,180,8.05,2013
22,16,8,0,27.76,MSP,86,20,5.75,2013
23,16,8,0,46.19,MSP,86,160,10.35,2013
25,16,8,0,47.51,MSP,95,180,13.8,2013
31,16,8,0,46.35,MSP,87.08,170,8.05,2013
7,17,8,0,37.3,MSP,75.92,40,11.5,2013
12,17,8,0,37.69,MSP,80.06,300,13.8,2013
17,17,8,0,34.01,MSP,80.96,220,10.35,2013
19,17,8,0,47.83,MSP,87.08,180,10.35,2013
22,17,8,0,27.76,MSP,86,40,9.2,2013
25,17,8,0,47.51,MSP,95,180,14.95,2013
30,17,8,0,49.66,MSP,84.92,30,10.35,2013
31,17,8,0,45.04,MSP,87.98,190,5.75,2013
7,18,8,0,38.57,MSP,75.92,330,8.05,2013
10,18,8,0,44.66,MSP,73.94,300,4.6,2013
12,18,8,0,37.69,MSP,80.06,330,16.1,2013
16,18,8,0,37.38,MSP,78.08,210,5.75,2013
17,18,8,0,35.4,MSP,80.96,190,11.5,2013
19,18,8,0,49.66,MSP,87.08,210,12.65,2013
25,18,8,0,49.12,MSP,93.92,190,16.1,2013
30,18,8,0,49.66,MSP,84.92,40,8.05,2013
7,19,8,0,39.75,MSP,75.02,340,9.2,2013
11,19,8,0,57.73,MSP,77,0,3.45,2013
13,19,8,0,32.77,MSP,73.04,340,9.2,2013
16,19,8,0,38.91,MSP,78.08,200,6.9,2013
17,19,8,0,36.46,MSP,80.06,200,11.5,2013
25,19,8,0,52.39,MSP,93.02,190,9.2,2013
30,19,8,0,52.93,MSP,82.94,20,9.2,2013
4,20,8,0,51.36,MSP,71.96,140,5.75,2013
7,20,8,0,42.48,MSP,73.04,0,4.6,2013
13,20,8,0,32.6,MSP,71.96,360,4.6,2013
17,20,8,0,41.86,MSP,78.08,220,8.05,2013
20,20,8,0,63.01,MSP,86,180,5.75,2013
30,20,8,0,54.35,MSP,80.96,20,8.05,2013
3,21,8,0,43.92,MSP,71.06,20,5.75,2013
5,21,8,0,61.91,MSP,77,240,5.75,2013
8,21,8,0,67.59,MSP,69.08,220,4.6,2013
13,21,8,0,43.61,MSP,69.08,30,3.45,2013
16,21,8,0,46.34,MSP,75.02,0,0,2013
17,21,8,0,46.47,MSP,75.92,190,4.6,2013
20,21,8,0,65.23,MSP,84.92,170,8.05,2013
24,21,8,0,65.13,MSP,84.02,170,14.95,2013
25,21,8,0,61.13,MSP,89.06,190,10.35,2013
30,21,8,0,62.05,MSP,78.08,10,5.75,2013
2,22,8,0,47.29,MSP,71.06,0,4.6,2013
3,22,8,0,46.99,MSP,69.08,0,3.45,2013
17,22,8,0,51.65,MSP,73.94,180,4.6,2013
20,22,8,0,71.59,MSP,82.04,160,8.05,2013
27,22,8,0,72.11,MSP,82.94,30,6.9,2013
29,22,8,0,63.27,MSP,84.92,180,5.75,2013
6,23,8,0,90.39,MSP,64.94,0,0,2013
12,23,8,0,56.66,MSP,69.08,350,3.45,2013
20,23,8,0,71.92,MSP,80.96,170,10.35,2013
22,23,8,0,41.21,MSP,73.94,20,3.45,2013
24,23,8,0,67.44,MSP,82.94,180,11.5,2013
2,0,9,0,70.07,MSP,62.96,330,10.35,2013
4,0,9,0,72.81,MSP,66.92,0,0,2013
7,0,9,0,58.14,MSP,80.06,180,4.6,2013
10,0,9,0,84.53,MSP,78.08,290,3.45,2013
19,0,9,0,81.79,MSP,75.02,160,10.35,2013
23,0,9,0,77.59,MSP,60.08,140,12.65,2013
2,1,9,0,72.33,MSP,62.06,350,8.05,2013
3,1,9,0,80.55,MSP,57.92,0,0,2013
7,1,9,0,60.23,MSP,78.98,200,6.9,2013
10,1,9,0,79.05,MSP,78.08,270,12.65,2013
19,1,9,0,84.8,MSP,73.94,160,6.9,2013
21,1,9,0,89.22,MSP,51.08,310,8.05,2013
23,1,9,0,77.49,MSP,59,140,11.5,2013
21,2,9,0,85.67,MSP,51.08,310,8.05,2013
23,2,9,0,80.55,MSP,57.92,140,14.95,2013
27,2,9,0,70.26,MSP,69.08,140,13.8,2013
30,2,9,0,55.68,MSP,62.06,160,6.9,2013
2,3,9,0,72.01,MSP,59,360,8.05,2013
4,3,9,0,77.99,MSP,64.94,200,3.45,2013
23,3,9,0,77.32,MSP,57.02,140,11.5,2013
28,3,9,0,67.59,MSP,69.08,140,11.5,2013
30,3,9,0,59.72,MSP,60.08,120,8.05,2013
5,4,9,0,67.57,MSP,64.94,90,5.75,2013
23,4,9,0,74.27,MSP,57.02,140,13.8,2013
2,5,9,0,83.69,MSP,55.94,350,5.75,2013
17,5,9,0,79.94,MSP,50,150,9.2,2013
23,5,9,0,79.8,MSP,55.04,140,10.35,2013
30,5,9,0,57.84,MSP,60.98,150,8.05,2013
1,6,9,0,75.78,MSP,68,320,13.8,2013
7,6,9,0,78.65,MSP,73.04,250,3.45,2013
14,6,9,0,76.8,MSP,51.08,140,3.45,2013
21,6,9,0,92.81,MSP,48.02,280,8.05,2013
23,6,9,0,80.25,MSP,53.96,130,10.35,2013
27,6,9,0,75.69,MSP,66.92,140,14.95,2013
28,6,9,0,70.15,MSP,68,150,14.95,2013
7,7,9,0,81.57,MSP,71.96,330,3.45,2013
23,7,9,0,82.94,MSP,53.06,130,8.05,2013
24,7,9,0,85.78,MSP,53.06,120,6.9,2013
26,7,9,0,83.69,MSP,55.94,130,10.35,2013
4,8,9,0,83.66,MSP,64.04,0,0,2013
7,8,9,0,78.72,MSP,73.94,0,0,2013
11,8,9,0,87.05,MSP,66.02,200,4.6,2013
21,8,9,0,92.81,MSP,48.02,0,0,2013
22,8,9,0,82.73,MSP,50,120,11.5,2013
23,8,9,0,83,MSP,53.96,130,8.05,2013
24,8,9,0,83,MSP,53.96,110,8.05,2013
3,9,9,0,80.55,MSP,57.92,220,8.05,2013
6,9,9,0,78.72,MSP,73.94,160,8.05,2013
21,9,9,0,80.1,MSP,51.98,310,5.75,2013
24,9,9,0,77.23,MSP,55.94,130,10.35,2013
7,10,9,0,67.22,MSP,80.96,30,6.9,2013
12,10,9,0,58.53,MSP,66.02,330,10.35,2013
4,11,9,0,59.74,MSP,78.08,330,3.45,2013
6,11,9,0,56.24,MSP,82.04,180,9.2,2013
11,11,9,0,50.39,MSP,78.98,270,10.35,2013
16,11,9,0,66.41,MSP,55.04,0,4.6,2013
5,12,9,0,59.72,MSP,75.02,100,9.2,2013
6,12,9,0,44.59,MSP,84.92,180,14.95,2013
11,12,9,0,41.25,MSP,82.94,280,10.35,2013
13,12,9,0,48,MSP,62.96,130,5.75,2013
16,12,9,0,57.42,MSP,57.92,110,8.05,2013
5,13,9,0,57.73,MSP,77,0,3.45,2013
6,13,9,0,38.78,MSP,87.08,200,13.8,2013
7,13,9,0,49.95,MSP,89.06,70,10.35,2013
11,13,9,0,41.15,MSP,84.02,300,12.65,2013
13,13,9,0,44.78,MSP,64.94,0,3.45,2013
5,14,9,0,52.37,MSP,78.98,130,8.05,2013
6,14,9,0,36.42,MSP,89.06,180,11.5,2013
13,14,9,0,39.96,MSP,66.02,60,4.6,2013
6,15,9,0,36.79,MSP,89.96,200,13.8,2013
13,15,9,0,37.32,MSP,68,0,0,2013
21,15,9,0,53.44,MSP,62.06,0,5.75,2013
25,15,9,0,44.23,MSP,73.04,150,8.05,2013
26,15,9,0,43.87,MSP,82.04,160,25.3,2013
30,15,9,0,35.91,MSP,78.08,180,20.7,2013
3,16,9,0,43.21,MSP,75.92,220,6.9,2013
5,16,9,0,50.68,MSP,80.96,130,9.2,2013
21,16,9,0,51.77,MSP,62.96,330,5.75,2013
25,16,9,0,44.66,MSP,73.94,140,10.35,2013
26,16,9,0,42.47,MSP,82.04,160,21.85,2013
30,16,9,0,34.86,MSP,78.98,190,18.4,2013
3,17,9,0,43.38,MSP,77,260,4.6,2013
5,17,9,0,52.47,MSP,82.04,100,8.05,2013
25,17,9,0,49.52,MSP,73.04,100,13.8,2013
30,17,9,0,35.03,MSP,80.06,190,17.25,2013
5,18,9,0,54.5,MSP,82.04,110,11.5,2013
9,18,9,0,44.53,MSP,93.92,200,10.35,2013
24,18,9,0,47.59,MSP,73.04,90,9.2,2013
25,18,9,0,50.89,MSP,71.06,110,14.95,2013
30,18,9,0,36.29,MSP,78.98,170,14.95,2013
2,19,9,0,58.53,MSP,66.02,300,4.6,2013
5,19,9,0,62.16,MSP,78.98,120,10.35,2013
12,19,9,0,36.36,MSP,69.98,360,14.95,2013
23,19,9,0,52.67,MSP,69.08,130,13.8,2013
24,19,9,0,50.89,MSP,71.06,120,6.9,2013
25,19,9,0,54.45,MSP,69.08,110,16.1,2013
29,19,9,0,37.81,MSP,71.06,150,9.2,2013
30,19,9,0,41.8,MSP,75.92,150,9.2,2013
5,20,9,0,64.03,MSP,78.08,130,9.2,2013
9,20,9,0,49.95,MSP,89.06,250,11.5,2013
11,20,9,0,36.29,MSP,78.98,0,0,2013
12,20,9,0,43.57,MSP,66.92,360,9.2,2013
13,20,9,0,48.17,MSP,64.04,0,4.6,2013
15,20,9,0,69.17,MSP,59,30,10.35,2013
24,20,9,0,52.67,MSP,69.08,120,8.05,2013
25,20,9,0,58.65,MSP,66.92,120,13.8,2013
28,20,9,0,68.95,MSP,57.02,250,6.9,2013
29,20,9,0,41.86,MSP,69.08,160,13.8,2013
30,20,9,0,49.36,MSP,71.96,150,11.5,2013
9,21,9,0,51.68,MSP,87.98,240,11.5,2013
12,21,9,0,44.78,MSP,64.94,360,10.35,2013
15,21,9,0,71.81,MSP,57.02,40,10.35,2013
29,21,9,0,41.98,MSP,68,160,12.65,2013
30,21,9,0,49.23,MSP,71.06,160,12.65,2013
1,22,9,0,63.08,MSP,66.92,340,9.2,2013
9,22,9,0,59.14,MSP,84.92,290,11.5,2013
15,22,9,0,69.3,MSP,55.94,40,9.2,2013
20,22,9,0,85.78,MSP,53.06,300,8.05,2013
7,23,9,0,61.66,MSP,75.02,50,12.65,2013
9,23,9,0,76.36,MSP,80.06,300,5.75,2013
22,23,9,0,75.14,MSP,60.98,140,13.8,2013
30,23,9,0,45.43,MSP,71.06,180,10.35,2013
13,0,10,0,73.79,MSP,46.94,250,8.05,2013
14,0,10,0,67.92,MSP,48.02,0,0,2013
20,0,10,0,88.47,MSP,35.06,0,0,2013
27,0,10,0,62.21,MSP,39.92,220,3.45,2013
28,0,10,0,61.89,MSP,41,20,11.5,2013
7,1,10,0,92.75,MSP,46.04,250,3.45,2013
14,1,10,0,73.18,MSP,46.04,0,0,2013
28,1,10,0,67.45,MSP,39.92,30,14.95,2013
7,2,10,0,96.63,MSP,44.96,210,3.45,2013
9,2,10,0,48.47,MSP,66.02,200,11.5,2013
12,2,10,0,74.08,MSP,55.04,230,9.2,2013
14,2,10,0,76.25,MSP,44.96,80,3.45,2013
27,2,10,0,78.13,MSP,35.06,220,4.6,2013
28,2,10,0,69.86,MSP,39.02,30,13.8,2013
9,3,10,0,50.32,MSP,64.94,190,19.55,2013
12,3,10,0,76.98,MSP,53.06,210,9.2,2013
14,3,10,0,82.31,MSP,44.06,0,0,2013
19,3,10,0,85.55,MSP,39.02,240,4.6,2013
28,3,10,0,72.24,MSP,37.04,20,14.95,2013
6,4,10,0,92.69,MSP,44.06,190,3.45,2013
12,4,10,0,76.88,MSP,51.98,200,5.75,2013
28,4,10,0,75.39,MSP,35.96,30,12.65,2013
6,5,10,0,92.69,MSP,44.06,0,0,2013
9,5,10,0,55.8,MSP,62.96,200,11.5,2013
25,5,10,0,88.37,MSP,33.08,230,4.6,2013
6,6,10,0,92.65,MSP,42.98,0,0,2013
7,6,10,0,92.69,MSP,44.06,0,0,2013
9,6,10,0,57.6,MSP,62.06,190,9.2,2013
22,6,10,0,84.87,MSP,28.04,0,0,2013
26,6,10,0,64.43,MSP,39.02,310,12.65,2013
28,6,10,0,72.03,MSP,35.06,50,11.5,2013
1,7,10,0,62.83,MSP,64.94,250,10.35,2013
6,7,10,0,91.98,MSP,42.08,290,3.45,2013
7,7,10,0,92.69,MSP,44.06,0,0,2013
25,7,10,0,88.22,MSP,30.02,230,5.75,2013
26,7,10,0,69.73,MSP,37.94,320,14.95,2013
27,7,10,0,77.96,MSP,33.08,200,5.75,2013
28,7,10,0,75.2,MSP,33.98,50,8.05,2013
1,8,10,0,62.83,MSP,64.94,290,12.65,2013
7,8,10,0,96.6,MSP,42.98,220,3.45,2013
8,8,10,0,66.28,MSP,53.96,170,12.65,2013
25,8,10,0,88.82,MSP,28.94,180,4.6,2013
26,8,10,0,75.39,MSP,35.96,300,11.5,2013
28,8,10,0,71.82,MSP,33.08,50,13.8,2013
1,9,10,0,56.73,MSP,66.92,290,13.8,2013
2,9,10,0,66.28,MSP,53.96,120,4.6,2013
7,9,10,0,89.08,MSP,48.02,260,3.45,2013
8,9,10,0,63.72,MSP,55.04,160,9.2,2013
25,9,10,0,85,MSP,30.02,190,4.6,2013
26,9,10,0,69.73,MSP,37.94,310,13.8,2013
28,9,10,0,58.66,MSP,33.98,50,11.5,2013
1,10,10,0,50.44,MSP,68,290,12.65,2013
2,10,10,0,46.37,MSP,62.96,120,6.9,2013
7,10,10,0,76.98,MSP,53.06,330,4.6,2013
8,10,10,0,55.39,MSP,60.08,160,12.65,2013
18,10,10,0,76.16,MSP,44.06,330,11.5,2013
25,10,10,0,72.66,MSP,35.96,200,6.9,2013
26,10,10,0,61.89,MSP,41,330,14.95,2013
28,10,10,0,54.21,MSP,35.96,50,16.1,2013
1,11,10,0,39.22,MSP,69.98,300,14.95,2013
7,11,10,0,66.65,MSP,57.02,260,3.45,2013
13,11,10,0,63.33,MSP,51.98,0,0,2013
18,11,10,0,65.43,MSP,46.94,320,10.35,2013
25,11,10,0,64.54,MSP,39.92,210,10.35,2013
1,12,10,0,31.12,MSP,71.06,320,14.95,2013
7,12,10,0,53.65,MSP,60.98,320,5.75,2013
9,12,10,0,50.6,MSP,69.08,150,11.5,2013
1,13,10,0,26.13,MSP,73.94,270,12.65,2013
7,13,10,0,42.82,MSP,64.04,340,9.2,2013
9,13,10,0,49.23,MSP,71.06,170,11.5,2013
1,14,10,0,20.61,MSP,75.02,310,11.5,2013
7,14,10,0,39.79,MSP,64.94,320,9.2,2013
9,14,10,0,42.91,MSP,73.94,170,14.95,2013
10,14,10,0,40.16,MSP,75.92,150,16.1,2013
18,14,10,0,40.73,MSP,51.08,280,10.35,2013
1,15,10,0,19.15,MSP,75.92,270,14.95,2013
7,15,10,0,39.96,MSP,66.02,280,6.9,2013
9,15,10,0,43.08,MSP,75.02,160,11.5,2013
28,15,10,0,41.24,MSP,42.98,80,8.05,2013
1,16,10,0,21.53,MSP,75.02,280,18.4,2013
9,16,10,0,38.57,MSP,75.92,170,11.5,2013
13,16,10,0,37.37,MSP,60.08,290,4.6,2013
16,16,10,0,50.42,MSP,53.96,260,8.05,2013
7,17,10,0,37,MSP,66.02,240,3.45,2013
9,17,10,0,38.43,MSP,75.02,170,13.8,2013
16,17,10,0,52.61,MSP,53.96,290,6.9,2013
7,18,10,0,39.79,MSP,64.94,290,5.75,2013
9,18,10,0,41.21,MSP,73.94,150,8.05,2013
16,18,10,0,54.38,MSP,53.06,260,10.35,2013
7,19,10,0,42.51,MSP,62.06,0,0,2013
9,19,10,0,50.44,MSP,68,140,9.2,2013
21,19,10,0,58.94,MSP,35.96,290,9.2,2013
25,19,10,0,48.78,MSP,57.02,220,12.65,2013
9,20,10,0,52.35,MSP,66.92,140,5.75,2013
12,20,10,0,66.04,MSP,51.98,260,9.2,2013
21,20,10,0,66.72,MSP,33.98,290,6.9,2013
5,21,10,0,76.71,MSP,50,0,0,2013
6,21,10,0,96.66,MSP,46.94,300,6.9,2013
9,21,10,0,62.58,MSP,62.96,140,6.9,2013
12,21,10,0,71.07,MSP,50,240,4.6,2013
19,21,10,0,85.55,MSP,39.02,250,3.45,2013
6,22,10,0,96.66,MSP,46.94,280,4.6,2013
9,22,10,0,62.04,MSP,62.06,130,5.75,2013
12,22,10,0,70.95,MSP,48.92,240,4.6,2013
13,22,10,0,65.8,MSP,50,70,4.6,2013
19,22,10,0,82.46,MSP,37.94,270,4.6,2013
21,22,10,0,72.24,MSP,32,280,5.75,2013
5,23,10,0,83.23,MSP,48.92,0,0,2013
12,23,10,0,73.39,MSP,48.02,250,5.75,2013
13,23,10,0,70.74,MSP,46.94,0,0,2013
19,23,10,0,81.8,MSP,37.04,200,3.45,2013
27,23,10,0,61.41,MSP,42.44,10,12.07,2013
5,0,11,0,96.49,MSP,35.96,200,3.45,2013
12,0,11,0,70.43,MSP,15.98,320,9.2,2013
5,1,11,0,95.79,MSP,35.06,0,0,2013
12,1,11,0,73.24,MSP,15.08,310,5.75,2013
15,1,11,0,88.47,MSP,35.06,0,0,2013
7,2,11,0,88.12,MSP,28.04,250,6.9,2013
12,2,11,0,76.79,MSP,14,300,4.6,2013
15,2,11,0,88.47,MSP,35.06,190,4.6,2013
23,2,11,0,66.42,MSP,10.94,320,16.1,2013
5,3,11,0,95.75,MSP,33.08,0,0,2013
7,3,11,0,88.12,MSP,28.04,240,5.75,2013
15,3,11,0,88.42,MSP,33.98,180,3.45,2013
17,3,11,0,82.17,MSP,42.08,230,5.75,2013
2,4,11,0,72.87,MSP,37.94,310,10.35,2013
5,4,11,0,96.48,MSP,32,0,0,2013
7,4,11,0,92.51,MSP,28.22,250,4.6,2013
15,4,11,0,88.42,MSP,33.98,210,4.6,2013
19,4,11,0,80.8,MSP,24.08,110,8.05,2013
23,4,11,0,72.56,MSP,8.96,320,16.1,2013
3,5,11,0,81.65,MSP,35.06,120,8.05,2013
5,5,11,0,95.73,MSP,32,0,0,2013
15,5,11,0,88.37,MSP,33.08,0,0,2013
16,5,11,0,78.91,MSP,44.06,170,11.5,2013
19,5,11,0,83.96,MSP,24.08,100,9.2,2013
23,5,11,0,75.56,MSP,8.06,330,10.35,2013
2,6,11,0,75.5,MSP,37.04,310,9.2,2013
3,6,11,0,75.39,MSP,35.96,130,12.65,2013
5,6,11,0,91.66,MSP,33.08,220,3.45,2013
15,6,11,0,92.29,MSP,32,0,0,2013
16,6,11,0,85.13,MSP,42.08,150,6.9,2013
19,6,11,0,83.96,MSP,24.08,110,11.5,2013
26,6,11,0,52.18,MSP,23,310,23,2013
2,7,11,0,81.65,MSP,35.06,320,11.5,2013
13,7,11,0,60.1,MSP,28.04,190,10.35,2013
23,7,11,0,75.56,MSP,8.06,300,6.9,2013
24,7,11,0,69.14,MSP,10.04,170,8.05,2013
26,7,11,0,46.64,MSP,19.04,310,19.55,2013
3,8,11,0,72.24,MSP,37.04,120,14.95,2013
13,8,11,0,60.69,MSP,28.94,190,10.35,2013
23,8,11,0,79.44,MSP,8.06,300,8.05,2013
24,8,11,0,69.83,MSP,10.94,160,9.2,2013
13,9,11,0,58.08,MSP,30.02,190,11.5,2013
23,9,11,0,72.69,MSP,10.04,310,12.65,2013
27,9,11,0,73.13,MSP,14,0,0,2013
12,10,11,0,61.72,MSP,19.04,300,5.75,2013
13,10,11,0,53.91,MSP,33.98,200,11.5,2013
15,10,11,0,75.98,MSP,42.08,190,4.6,2013
23,10,11,0,66.56,MSP,12.02,310,9.2,2013
24,10,11,0,51.11,MSP,19.04,170,16.1,2013
28,10,11,0,54.82,MSP,26.06,320,13.8,2013
2,11,11,0,64.35,MSP,42.08,310,8.05,2013
13,11,11,0,48.21,MSP,39.92,200,8.05,2013
15,11,11,0,68.28,MSP,46.94,0,4.6,2013
26,11,11,0,45.07,MSP,21.02,330,18.4,2013
13,12,11,0,45.01,MSP,44.06,200,14.95,2013
15,12,11,0,56.58,MSP,51.98,190,6.9,2013
24,12,11,0,45.73,MSP,24.89,170,16.68,2013
13,13,11,0,45.33,MSP,46.04,210,14.95,2013
15,13,11,0,50.42,MSP,53.96,210,9.2,2013
18,13,11,0,56.02,MSP,33.98,300,12.65,2013
22,13,11,0,38.85,MSP,28.94,230,8.05,2013
23,13,11,0,48.7,MSP,17.06,320,11.5,2013
6,14,11,0,57.33,MSP,39.92,290,10.35,2013
13,14,11,0,45.65,MSP,48.02,200,12.65,2013
18,14,11,0,51.78,MSP,35.96,290,13.8,2013
23,14,11,0,42.69,MSP,17.96,310,12.65,2013
24,14,11,0,42.66,MSP,30.02,190,14.95,2013
6,15,11,0,54.81,MSP,39.92,290,9.2,2013
12,15,11,0,38.69,MSP,28.04,240,6.9,2013
13,15,11,0,45.97,MSP,50,210,10.35,2013
18,15,11,0,49.83,MSP,35.96,310,11.5,2013
22,15,11,0,30.02,MSP,33.08,250,11.5,2013
24,15,11,0,42.82,MSP,30.92,190,17.25,2013
2,16,11,0,42.39,MSP,50,310,8.05,2013
11,16,11,0,45.93,MSP,26.06,330,12.65,2013
13,16,11,0,49.81,MSP,50,200,11.5,2013
14,16,11,0,56.58,MSP,51.98,210,4.6,2013
18,16,11,0,51.64,MSP,35.06,310,10.35,2013
24,16,11,0,46.59,MSP,30.02,180,16.1,2013
26,16,11,0,47.19,MSP,19.94,320,13.8,2013
28,16,11,0,52.5,MSP,24.98,10,8.05,2013
2,17,11,0,45.79,MSP,48.92,290,9.2,2013
11,17,11,0,49.73,MSP,24.44,340,10.35,2013
13,17,11,0,54.15,MSP,48.92,210,4.6,2013
28,17,11,0,57.03,MSP,23,320,5.75,2013
2,18,11,0,51.55,MSP,46.94,260,3.45,2013
6,18,11,0,64.03,MSP,35.96,250,9.2,2013
13,18,11,0,54.15,MSP,48.92,210,9.2,2013
14,18,11,0,68.28,MSP,46.94,200,4.6,2013
6,19,11,0,69.17,MSP,33.08,240,10.35,2013
14,19,11,0,73.59,MSP,44.96,220,4.6,2013
4,20,11,0,78.74,MSP,42.08,200,4.6,2013
14,20,11,0,72.98,MSP,44.06,210,4.6,2013
26,21,11,0,58.49,MSP,17.06,340,6.9,2013
26,22,11,0,64.38,MSP,15.98,350,10.35,2013
4,23,11,0,89.25,MSP,37.94,210,4.6,2013
14,23,11,0,79.05,MSP,39.02,0,0,2013
18,0,12,0,83.64,MSP,10.04,0,0,2013
19,0,12,0,77.5,MSP,28.04,330,10.35,2013
24,0,12,0,74.72,MSP,-5.98,290,3.45,2013
31,0,12,0,86.47,MSP,-0.94,260,4.6,2013
27,1,12,0,88.73,MSP,15.35,0,0,2013
31,1,12,0,86.35,MSP,-2.92,270,3.45,2013
24,2,12,0,77.84,MSP,-9.04,220,5.75,2013
31,2,12,0,86.28,MSP,-4,270,3.45,2013
1,3,12,0,84.1,MSP,26.06,0,0,2013
12,3,12,0,72.24,MSP,6.08,200,5.75,2013
31,3,12,0,86.85,MSP,-7.06,280,5.75,2013
19,4,12,0,77.54,MSP,21.92,350,8.05,2013
24,4,12,0,74.16,MSP,-11.02,210,4.6,2013
31,4,12,0,82.34,MSP,-7.06,260,5.75,2013
9,5,12,0,83.27,MSP,5,280,12.65,2013
19,5,12,0,73.88,MSP,21.02,10,8.05,2013
24,5,12,0,73.38,MSP,-11.92,120,4.6,2013
6,6,12,0,82.58,MSP,-4,250,3.45,2013
19,6,12,0,76.66,MSP,19.04,350,9.2,2013
24,6,12,0,77.64,MSP,-11.02,190,4.6,2013
30,6,12,0,73.61,MSP,-9.94,0,0,2013
10,8,12,0,75.57,MSP,1.94,300,14.95,2013
24,8,12,0,77.55,MSP,-11.92,130,5.75,2013
29,8,12,0,71.19,MSP,-0.22,350,15.52,2013
5,9,12,0,72.11,MSP,5,270,21.85,2013
9,9,12,0,71.17,MSP,-2.92,270,16.1,2013
10,9,12,0,75.57,MSP,1.94,290,12.65,2013
24,9,12,0,77.64,MSP,-11.02,130,5.75,2013
5,10,12,0,65.77,MSP,6.08,260,19.55,2013
9,10,12,0,71.17,MSP,-2.92,270,13.8,2013
10,10,12,0,68.96,MSP,3.92,270,10.35,2013
29,10,12,0,64.52,MSP,-2.92,320,16.1,2013
5,11,12,0,65.77,MSP,6.08,270,17.25,2013
7,11,12,0,67.94,MSP,-4,230,8.05,2013
9,11,12,0,68.2,MSP,-2.02,260,14.95,2013
11,11,12,0,58.58,MSP,-2.02,280,5.75,2013
5,12,12,0,65.89,MSP,6.98,270,21.85,2013
9,12,12,0,64.8,MSP,-0.94,280,20.7,2013
5,13,12,0,66.04,MSP,8.06,260,17.25,2013
