Day,Hour,Month,Precip In,RH,Station,Temp F,Wind Dir,Wind Spd MPH,Year
17,18,4,0,85.39,MSP,39.44,60,14.18,2013
5,19,4,0,92.74,MSP,35.33,120,16.68,2013
6,19,4,0,88.94,MSP,40.82,320,14.66,2013
17,19,4,0.03,95.72,MSP,38.44,20,10.64,2013
5,20,4,0,91.12,MSP,35.78,100,14.38,2013
6,20,4,0,88.53,MSP,39.44,330,10.35,2013
11,20,4,0.01,92.22,MSP,34.41,40,11.73,2013
12,21,4,0,81.71,MSP,32.96,310,6.9,2013
11,23,4,0.01,90.93,MSP,32.72,50,10.58,2013
21,0,5,0.12,90.24,MSP,60.44,80,5.75,2013
27,0,5,0,67,MSP,57.44,110,13.03,2013
5,1,5,0,86.28,MSP,41,10,8.62,2013
30,1,5,0.22,93.73,MSP,64.53,120,9.77,2013
19,6,5,0,78.12,MSP,69.44,120,11.5,2013
3,7,5,0,73.9,MSP,33.86,10,15.72,2013
18,8,5,0.4,99.19,MSP,55.53,80,9.2,2013
3,9,5,0.01,92.87,MSP,32,360,11.66,2013
18,9,5,0.5,99.36,MSP,55.51,100,11.96,2013
19,9,5,0,83.21,MSP,68,180,9.97,2013
27,12,5,0,63.75,MSP,60.44,90,17.25,2013
3,13,5,0.01,91.49,MSP,35.52,360,15.44,2013
21,13,5,0,86.18,MSP,59.45,350,7.19,2013
21,14,5,0.01,92.8,MSP,57.38,340,6.9,2013
3,15,5,0.03,92.3,MSP,35.67,10,15.18,2013
3,16,5,0.01,88.91,MSP,36.59,10,14.95,2013
21,16,5,0,88.48,MSP,60.56,10,7.67,2013
21,19,5,0,88.53,MSP,55.22,10,10.93,2013
22,0,6,0,86.48,MSP,69.44,140,15.53,2013
5,2,6,0,85.43,MSP,56.21,110,10.35,2013
21,3,6,0.8,88.39,MSP,73.34,170,14.38,2013
5,4,6,0.01,94.48,MSP,55.28,130,5.37,2013
21,4,6,0.59,96.07,MSP,67.7,270,23.19,2013
29,8,6,0,91.81,MSP,63.32,360,12.07,2013
12,9,6,0.01,89.02,MSP,66.11,0,1.73,2013
11,10,6,0,83.38,MSP,68,300,5.18,2013
12,10,6,0.18,96.15,MSP,63.14,320,9.49,2013
26,11,6,0,79.02,MSP,80.78,240,3.45,2013
4,13,6,0,66.27,MSP,63.68,120,13.03,2013
22,13,6,0,76.16,MSP,74.57,30,5.75,2013
1,15,6,0.05,80.75,MSP,64.52,340,17.63,2013
4,15,6,0,67.58,MSP,62.42,140,15.33,2013
24,16,6,0,72.95,MSP,77,170,9.2,2013
4,20,6,0.01,84.38,MSP,57.56,130,13.23,2013
5,20,6,0,93.49,MSP,57.14,40,2.68,2013
21,20,6,0.5,90.31,MSP,66.2,320,34.12,2013
13,7,7,0.9,97.56,MSP,66.16,170,11.5,2013
11,6,8,0,86.18,MSP,64.67,140,5.17,2013
5,7,8,0,94.64,MSP,62.42,170,4.22,2013
11,11,8,0,84.98,MSP,67.46,0,1.73,2013
15,3,9,0.06,94.31,MSP,57.16,140,6.33,2013
15,4,9,0.08,94.93,MSP,57.11,60,5.17,2013
15,10,9,0,82.92,MSP,60.89,20,10.93,2013
18,10,9,0,93.63,MSP,66.56,160,9.2,2013
28,10,9,0.02,80.56,MSP,68,160,15.53,2013
19,11,9,0.07,78.61,MSP,69.22,290,14.09,2013
28,14,9,0.04,88.88,MSP,56.57,250,12.07,2013
17,17,9,0,72.37,MSP,61.74,140,16.67,2013
30,1,10,0.01,96.44,MSP,39.38,60,4.6,2013
15,2,10,0.26,98.9,MSP,48.44,100,15.33,2013
18,3,10,0.01,92.91,MSP,41,320,9.77,2013
6,0,1,0,84.95,MSP,19.22,300,8.62,2013
25,0,1,0,60.84,MSP,12.92,160,10.35,2013
12,1,1,0,92.49,MSP,37.94,220,5.75,2013
12,3,1,0,88.01,MSP,26.06,250,18.4,2013
16,3,1,0,68.33,MSP,26.06,210,14.95,2013
28,3,1,0,98.2,MSP,30.56,0,0,2013
16,4,1,0,69.72,MSP,26.33,220,14.95,2013
12,5,1,0,77.45,MSP,21.02,250,21.85,2013
3,7,1,0,80.05,MSP,15.08,310,13.8,2013
23,7,1,0,83.56,MSP,8.96,0,0,2013
28,7,1,0,100,MSP,30.56,0,0,2013
30,7,1,0,90.47,MSP,19.67,330,16.67,2013
18,8,1,0,80.25,MSP,24.89,140,8.62,2013
25,8,1,0,68.63,MSP,17.33,240,10.93,2013
13,10,1,0,75.78,MSP,3.92,300,8.05,2013
30,10,1,0,73.46,MSP,17.06,320,18.4,2013
13,11,1,0,79.74,MSP,3.92,290,8.05,2013
30,11,1,0,70.66,MSP,17.96,320,19.55,2013
13,12,1,0,72.08,MSP,7.43,310,6.33,2013
30,12,1,0,67.33,MSP,17.96,330,16.1,2013
30,13,1,0,79.96,MSP,14,320,20.7,2013
10,14,1,0,52.57,MSP,38.57,120,12.07,2013
24,14,1,0,56.62,MSP,5,0,6.9,2013
8,15,1,0,77.96,MSP,33.08,150,13.8,2013
20,15,1,0,51.92,MSP,8.06,300,10.35,2013
10,16,1,0,53.97,MSP,37.04,120,13.8,2013
26,16,1,0,52.01,MSP,21.92,120,12.65,2013
26,17,1,0,52.18,MSP,23,120,14.95,2013
8,18,1,0,78.13,MSP,35.06,190,8.05,2013
26,18,1,0,56.87,MSP,21.92,130,11.5,2013
10,19,1,0.09,85.86,MSP,33.89,120,13.23,2013
1,20,1,0,84.06,MSP,15.98,200,5.75,2013
19,20,1,0,60.28,MSP,7.43,310,24.15,2013
24,20,1,0,60.26,MSP,8.96,140,11.5,2013
27,21,1,0.03,100,MSP,30.32,110,6.9,2013
27,22,1,0,98.58,MSP,30.8,110,5.75,2013
23,1,2,0,92.28,MSP,21.56,240,4.6,2013
12,2,2,0,81.53,MSP,16.79,250,6.9,2013
25,2,2,0,74.5,MSP,26.96,0,0,2013
18,3,2,0,72.12,MSP,30.92,150,8.05,2013
22,3,2,0.02,87.98,MSP,20.66,30,8.54,2013
25,3,2,0,74.5,MSP,26.96,0,0,2013
11,8,2,0,81.94,MSP,26.33,290,14.95,2013
18,8,2,0,85.05,MSP,30.92,220,5.75,2013
26,8,2,0,86.85,MSP,23,360,5.75,2013
5,9,2,0,95.61,MSP,26.06,300,8.05,2013
28,9,2,0,68.65,MSP,28.67,20,9.77,2013
6,12,2,0.01,93.88,MSP,14.54,120,10.93,2013
14,12,2,0,81.27,MSP,30.02,300,10.35,2013
3,13,2,0,60.84,MSP,12.92,290,5.75,2013
22,13,2,0,72.58,MSP,27.32,10,4.6,2013
3,14,2,0,63.97,MSP,12.92,260,8.05,2013
1,15,2,0,56.31,MSP,-0.04,220,5.75,2013
28,15,2,0,68.81,MSP,30.02,10,12.65,2013
13,17,2,0,67.21,MSP,37.94,0,0,2013
17,17,2,0,66.34,MSP,30.92,140,16.1,2013
7,18,2,0,83.77,MSP,24.44,360,13.23,2013
20,18,2,0,58.19,MSP,15.08,30,10.35,2013
26,18,2,0,72.03,MSP,35.06,340,9.2,2013
7,20,2,0,81.79,MSP,24.44,350,8.05,2013
20,20,2,0,61,MSP,14,30,3.45,2013
26,20,2,0,69.4,MSP,35.06,10,12.65,2013
3,21,2,0,89.69,MSP,12.14,0,1.15,2013
26,21,2,0,75.11,MSP,33.08,10,14.95,2013
1,22,2,0.01,91.73,MSP,3.14,70,6.52,2013
17,22,2,0,74.61,MSP,28.04,130,12.65,2013
28,22,2,0,67.12,MSP,26.78,30,11.5,2013
26,23,2,0,75.46,MSP,30.92,360,14.95,2013
5,0,3,0.04,98.19,MSP,25.13,100,9.97,2013
14,0,3,0,71.04,MSP,26.06,170,5.75,2013
4,1,3,0,50.52,MSP,28.04,130,10.35,2013
9,1,3,0,75.31,MSP,35.06,140,6.9,2013
10,1,3,0.01,95.79,MSP,35.06,340,10.35,2013
16,1,3,0,87.96,MSP,24.98,350,9.2,2013
24,1,3,0,65.72,MSP,30.02,0,0,2013
4,2,3,0,52.57,MSP,28.04,120,10.35,2013
23,2,3,0,65.84,MSP,26.96,0,0,2013
9,3,3,0.12,93.94,MSP,33.56,110,10.73,2013
14,3,3,0,71.04,MSP,26.06,150,5.75,2013
16,4,3,0,87.75,MSP,21.02,10,11.5,2013
24,4,3,0,74.7,MSP,28.94,320,5.75,2013
4,5,3,0,54.95,MSP,26.96,110,16.1,2013
11,5,3,0,78.18,MSP,28.94,350,12.65,2013
30,5,3,0.01,73.39,MSP,42.98,0,0,2013
12,6,3,0,70.81,MSP,24.08,300,8.05,2013
18,7,3,0.05,92.63,MSP,28.28,140,12.65,2013
30,8,3,0,79.38,MSP,42.98,190,8.05,2013
24,9,3,0,68.81,MSP,30.02,20,8.05,2013
31,9,3,0,81.65,MSP,35.06,290,10.35,2013
24,10,3,0,65.72,MSP,30.02,20,11.5,2013
29,10,3,0,67.21,MSP,37.94,120,4.6,2013
5,11,3,0.02,85.34,MSP,26.51,30,7.67,2013
24,11,3,0,66.34,MSP,30.92,360,12.65,2013
29,11,3,0,67.21,MSP,37.94,120,5.75,2013
12,12,3,0,65.84,MSP,26.96,310,12.65,2013
24,12,3,0,67.59,MSP,30.56,10,10.93,2013
10,13,3,0,81.65,MSP,35.06,360,14.95,2013
17,13,3,0,54.03,MSP,21.02,150,14.95,2013
5,17,3,0,78.18,MSP,28.94,360,10.35,2013
18,18,3,0,70.66,MSP,17.96,270,25.3,2013
23,18,3,0,47.57,MSP,35.96,230,9.2,2013
17,19,3,0,52.81,MSP,26.96,130,16.1,2013
11,20,3,0,68.68,MSP,28.94,300,8.05,2013
17,20,3,0,52.57,MSP,28.04,120,11.5,2013
13,21,3,0,62.7,MSP,26.06,230,5.75,2013
15,21,3,0.02,88.05,MSP,29.54,30,10.73,2013
18,21,3,0,72.9,MSP,15.56,270,20.32,2013
24,21,3,0,75.46,MSP,30.92,350,9.2,2013
4,22,3,0.07,94.72,MSP,24.83,80,8.05,2013
8,22,3,0,72.66,MSP,35.96,130,13.8,2013
11,22,3,0,71.69,MSP,26.96,270,9.2,2013
15,22,3,0,91.26,MSP,27.68,360,10.35,2013
29,22,3,0,75.88,MSP,41,150,4.6,2013
17,23,3,0,62.83,MSP,26.96,140,12.65,2013
7,0,4,0,84.32,MSP,38.21,310,9.77,2013
18,1,4,0.04,93.98,MSP,35.42,360,13.03,2013
21,1,4,0,51.64,MSP,35.06,130,8.05,2013
23,1,4,0.01,87.78,MSP,33.62,340,17.25,2013
7,2,4,0,82.46,MSP,37.94,320,6.9,2013
9,3,4,0,87.72,MSP,39.11,20,12.07,2013
26,3,4,0.01,58.07,MSP,48.02,150,11.5,2013
19,4,4,0.01,92.91,MSP,31.55,320,18.98,2013
4,5,4,0,57.35,MSP,42.98,220,13.8,2013
13,5,4,0,92.23,MSP,30.02,250,4.6,2013
19,5,4,0,93.93,MSP,30.83,310,16.96,2013
13,6,4,0,92.58,MSP,30.11,250,8.05,2013
14,6,4,0.01,85.2,MSP,30.38,100,14.09,2013
19,6,4,0,88.92,MSP,30.92,310,17.25,2013
21,6,4,0,96.2,MSP,34.43,110,14.95,2013
10,7,4,0,78.45,MSP,32,50,6.9,2013
30,7,4,0,77.99,MSP,64.94,160,12.65,2013
6,8,4,0,59.5,MSP,39.92,130,14.95,2013
8,8,4,0,92.59,MSP,41,100,4.6,2013
9,8,4,0.01,87.32,MSP,37.28,20,16.1,2013
6,9,4,0,57.06,MSP,41,130,16.1,2013
9,9,4,0.03,92.75,MSP,35.78,20,18.4,2013
11,9,4,0.03,92.94,MSP,32,40,13.8,2013
12,9,4,0.01,85.05,MSP,30.92,10,5.75,2013
15,9,4,0,72.45,MSP,33.98,210,16.1,2013
30,10,4,0,47.29,MSP,71.06,270,17.25,2013
13,11,4,0,73.22,MSP,33.44,300,8.05,2013
19,11,4,0,69.04,MSP,32,340,24.15,2013
30,11,4,0,47.47,MSP,68.9,260,16.1,2013
11,12,4,0.01,92.36,MSP,33.98,60,13.8,2013
30,12,4,0,48.12,MSP,65.84,270,16.87,2013
6,13,4,0,58.89,MSP,53.96,150,9.2,2013
11,13,4,0,88.47,MSP,35.06,60,14.95,2013
13,13,4,0,64.32,MSP,35.47,270,7.47,2013
15,13,4,0,64.43,MSP,39.02,230,21.85,2013
22,13,4,0,57.35,MSP,42.98,40,14.95,2013
5,14,4,0,37.9,MSP,42.98,170,12.65,2013
30,14,4,0,41.81,MSP,66.92,290,18.4,2013
5,15,4,0,42.84,MSP,42.98,130,10.35,2013
6,15,4,0.01,68.86,MSP,51.98,50,4.6,2013
15,15,4,0,64.43,MSP,39.02,250,18.4,2013
21,15,4,0,67.92,MSP,48.02,150,19.55,2013
22,15,4,0.06,84.03,MSP,38.26,350,13.51,2013
8,16,4,0,79.7,MSP,46.94,10,11.5,2013
12,16,4,0,68.22,MSP,35.78,310,12.07,2013
17,16,4,0,62.04,MSP,42.08,50,12.65,2013
21,16,4,0,73.62,MSP,50,150,14.38,2013
10,17,4,0,56.77,MSP,39.02,70,14.95,2013
11,17,4,0,92.74,MSP,35.33,60,12.65,2013
15,17,4,0,64.43,MSP,39.02,240,17.25,2013
17,17,4,0,67.09,MSP,41,80,18.4,2013
11,18,4,0.01,92.74,MSP,35.33,60,12.07,2013
22,18,4,0.07,98.82,MSP,33.86,350,12.27,2013
21,20,4,0.03,93.33,MSP,48.34,160,7.82,2013
9,21,4,0,57.33,MSP,39.92,40,18.4,2013
17,21,4,0.01,96.25,MSP,37.67,60,10.35,2013
18,21,4,0.06,93.89,MSP,32,320,18.4,2013
22,21,4,0.02,94.39,MSP,33.44,360,13.23,2013
5,22,4,0,91.12,MSP,35.78,100,17.25,2013
7,22,4,0,76.25,MSP,44.96,130,8.05,2013
9,22,4,0.01,68.44,MSP,37.67,40,12.07,2013
21,22,4,0,89.65,MSP,46.94,270,13.8,2013
28,23,4,0.02,74.56,MSP,60.08,0,0,2013
20,0,5,0.01,93.33,MSP,66.02,80,9.2,2013
28,0,5,0,90.03,MSP,55.94,100,13.8,2013
25,1,5,0.02,89.4,MSP,55.04,140,6.9,2013
27,1,5,0,66.75,MSP,57.92,110,10.35,2013
28,1,5,0,87.09,MSP,55.67,120,11.5,2013
2,2,5,0,89.25,MSP,36.32,70,11.5,2013
9,2,5,0,86.69,MSP,59,20,10.35,2013
1,3,5,0,52.11,MSP,53.06,330,11.5,2013
5,3,5,0,86.2,MSP,39.56,360,7.47,2013
5,4,5,0,89.34,MSP,39.92,350,8.05,2013
2,5,5,0,81.8,MSP,37.04,20,6.9,2013
4,5,5,0.04,92.36,MSP,33.98,10,12.65,2013
17,6,5,0,67.11,MSP,60.98,120,17.25,2013
22,6,5,0.02,96.66,MSP,46.94,350,8.05,2013
4,7,5,0,96.46,MSP,33.98,360,9.2,2013
26,7,5,0,56.86,MSP,53.96,110,12.65,2013
17,8,5,0,71.9,MSP,57.92,100,14.95,2013
1,9,5,0,88.06,MSP,39.56,320,15.52,2013
2,9,5,0,69.65,MSP,37.22,350,12.07,2013
27,9,5,0,77.23,MSP,55.94,90,11.5,2013
3,10,5,0.04,92.23,MSP,32.36,360,11.04,2013
15,10,5,0,51.77,MSP,62.96,0,0,2013
9,11,5,0.02,86.69,MSP,59,10,9.2,2013
13,11,5,0,25.89,MSP,60.08,160,11.5,2013
14,11,5,0,39.75,MSP,75.02,0,0,2013
17,11,5,0,72.16,MSP,60.44,100,12.65,2013
26,11,5,0,49.26,MSP,57.92,120,17.25,2013
1,12,5,0,92.46,MSP,37.04,330,13.8,2013
2,12,5,0,59.22,MSP,40.46,350,16.1,2013
3,12,5,0.02,92.4,MSP,35.06,340,14.95,2013
9,13,5,0.03,90.03,MSP,55.94,10,12.65,2013
3,14,5,0.01,89.16,MSP,35.96,20,12.65,2013
1,16,5,0,82.46,MSP,37.94,0,0,2013
8,16,5,0,38.26,MSP,73.94,80,5.75,2013
17,16,5,0.11,88.09,MSP,57.16,90,12.42,2013
3,17,5,0.02,86.18,MSP,35.72,20,16.87,2013
3,18,5,0.01,87.22,MSP,35.42,20,16.48,2013
21,18,5,0,86.63,MSP,57.92,20,10.35,2013
8,20,5,0.07,83.6,MSP,62.96,10,9.2,2013
16,20,5,0,24.6,MSP,78.08,60,11.5,2013
3,21,5,0.01,92.36,MSP,33.98,20,13.8,2013
9,21,5,0,63.13,MSP,46.94,20,16.1,2013
21,21,5,0.02,95.52,MSP,52.82,10,8.05,2013
31,21,5,0,72.81,MSP,66.92,130,5.75,2013
1,22,5,0,64.35,MSP,42.08,360,10.35,2013
3,22,5,0,88.42,MSP,33.98,30,13.8,2013
8,22,5,0.02,83.54,MSP,62.06,50,8.05,2013
28,21,1,0,100,MSP,30.11,100,11.5,2013
22,4,2,0.04,92.39,MSP,19.54,20,7.76,2013
22,8,2,0.02,92.45,MSP,21.16,20,9.49,2013
6,11,2,0.03,98.7,MSP,12.44,100,8.82,2013
19,22,5,0,93.35,MSP,66.92,130,4.6,2013
20,22,5,0,72.92,MSP,68,120,9.2,2013
29,22,5,0.37,90.58,MSP,66.8,150,9.58,2013
1,23,5,0,59.36,MSP,42.08,360,13.8,2013
4,23,5,0,82.24,MSP,42.98,20,11.5,2013
8,23,5,0.03,86.79,MSP,60.98,360,6.9,2013
29,23,5,0.37,92.77,MSP,66.44,130,8.05,2013
2,0,6,0,69.05,MSP,53.33,360,13.23,2013
5,1,6,0,79.72,MSP,57.11,130,9.78,2013
6,1,6,0,93.31,MSP,54.32,360,9.2,2013
7,1,6,0,88.23,MSP,55.28,360,5.75,2013
21,1,6,0,53.38,MSP,81.32,150,12.07,2013
23,1,6,0,87.45,MSP,73.94,110,10.35,2013
29,2,6,0,89.02,MSP,66.11,340,6.9,2013
20,3,6,0,66.2,MSP,71.96,160,6.9,2013
5,5,6,0,96.14,MSP,55.04,130,6.9,2013
21,5,6,0.66,90.54,MSP,67.1,360,14.38,2013
4,6,6,0,59.72,MSP,60.08,120,10.35,2013
7,7,6,0,88.09,MSP,55.31,0,1.73,2013
22,7,6,0.01,98.47,MSP,66.56,100,13.8,2013
7,8,6,0,88.09,MSP,55.31,350,4.31,2013
22,8,6,0,93.75,MSP,67.04,80,10.73,2013
5,4,3,0.05,99.08,MSP,24.84,80,8.62,2013
5,5,3,0.06,96.03,MSP,24.89,90,7.48,2013
5,8,3,0.02,92.39,MSP,24.89,60,7.48,2013
9,22,3,0,100,MSP,35.69,0,0.86,2013
10,0,4,0.02,82.46,MSP,33.44,40,21.27,2013
18,19,4,0.02,95.75,MSP,33.08,340,16.1,2013
22,23,4,0.17,95.75,MSP,33.08,340,12.65,2013
9,9,6,0.02,92.5,MSP,57.44,100,18.02,2013
7,10,6,0,81.31,MSP,57.11,340,4.6,2013
10,11,6,0,85.33,MSP,66.7,320,3.45,2013
15,11,6,0,74.96,MSP,74.57,0,0,2013
21,11,6,0,76.13,MSP,71.96,270,6.9,2013
23,11,6,0,81.79,MSP,75.02,220,16.1,2013
15,12,6,0,73.63,MSP,75.44,0,4.6,2013
21,12,6,0,66.74,MSP,74.57,0,3.45,2013
7,13,6,0,67.24,MSP,62.06,0,4.6,2013
4,14,6,0,67.1,MSP,62.69,130,16.96,2013
7,14,6,0,65.17,MSP,61.82,0,0,2013
10,14,6,0,73.22,MSP,71.06,20,3.45,2013
12,14,6,0,87.16,MSP,68,70,10.35,2013
3,15,6,0,38.91,MSP,68,170,6.9,2013
3,18,6,0,40.74,MSP,67.1,140,13.23,2013
8,19,6,0,54.45,MSP,69.08,150,9.2,2013
31,0,10,0,100,MSP,50,0,0,2013
30,18,10,0,100,MSP,48.11,100,7.48,2013
30,19,10,0.01,100,MSP,48.34,70,4.83,2013
3,6,12,0,100,MSP,35.06,110,9.2,2013
6,20,6,0,86.52,MSP,55.94,20,8.05,2013
8,20,6,0,63.21,MSP,68,180,6.9,2013
8,21,6,0,67.69,MSP,66.02,120,5.75,2013
6,22,6,0,83.69,MSP,55.94,350,6.9,2013
7,22,6,0,69.51,MSP,62.06,70,4.6,2013
7,1,7,0,52.93,MSP,82.94,170,9.2,2013
25,2,7,0,75.69,MSP,66.92,110,4.6,2013
13,4,7,0.05,73.3,MSP,71.96,100,3.45,2013
27,4,7,0,71.67,MSP,55.67,320,9.78,2013
30,5,7,0,78.08,MSP,66.02,70,4.6,2013
13,6,7,1.25,100,MSP,66.38,150,10.64,2013
21,7,7,0,60.25,MSP,64.04,80,9.2,2013
30,7,7,0,78.08,MSP,66.02,0,0,2013
14,12,6,0,53.65,MSP,75.92,160,16.1,2013
24,19,12,0.02,84.47,MSP,8.72,160,11.5,2013
24,20,12,0.1,87.79,MSP,8.96,160,9.2,2013
24,21,12,0.08,90.72,MSP,8.72,160,9.97,2013
9,12,7,0,73.86,MSP,78.53,220,10.35,2013
8,14,8,0,53.24,MSP,73.04,250,8.05,2013
3,7,10,0,95.72,MSP,58.4,70,6.13,2013
6,13,10,0,82.23,MSP,53.42,350,2.3,2013
15,13,10,0.03,94.37,MSP,50.96,200,9.97,2013
6,14,10,0,88.3,MSP,53.78,310,5.75,2013
6,16,10,0,97.64,MSP,51.86,340,10.73,2013
6,19,10,0.01,96.42,MSP,48.56,320,13.22,2013
17,21,10,0.07,95.27,MSP,47.8,300,8.28,2013
20,23,10,0,81.37,MSP,39.11,290,10.93,2013
6,3,11,0.02,89.07,MSP,33.44,340,11.5,2013
6,5,11,0,87.52,MSP,33.66,330,10.58,2013
4,12,11,0.13,93.27,MSP,46.33,170,10.12,2013
8,14,11,0,52.59,MSP,42.44,130,18.98,2013
16,18,11,0,94.31,MSP,48.14,120,2.3,2013
26,1,12,0,81.39,MSP,14.96,0,1.53,2013
4,4,12,0.04,95.03,MSP,30.34,60,10.81,2013
24,11,7,0,62.96,MSP,66.02,210,3.45,2013
30,11,7,0,83.27,MSP,66.11,150,5.17,2013
25,12,7,0,62.05,MSP,78.08,250,5.75,2013
27,12,7,0.01,80.49,MSP,57.02,340,17.25,2013
5,15,7,0,41.71,MSP,86,190,13.8,2013
27,17,7,0,64.59,MSP,62.06,320,5.75,2013
30,18,7,0,76.13,MSP,71.96,340,5.75,2013
27,19,7,0.01,69.29,MSP,60.08,300,10.35,2013
26,22,7,0,61.79,MSP,60.08,360,14.95,2013
11,0,8,0,58.56,MSP,69.08,0,0,2013
16,1,8,0,54.73,MSP,71.06,220,3.45,2013
11,4,8,0,72.81,MSP,66.92,130,3.45,2013
4,10,8,0,62.96,MSP,66.02,0,3.45,2013
11,12,8,0,77.33,MSP,71.42,0,2.3,2013
3,15,8,0,34.72,MSP,78.08,360,8.05,2013
15,2,9,0.01,94.93,MSP,57.11,140,9.2,2013
18,3,9,0,98.42,MSP,60.89,130,6.9,2013
30,11,12,0.01,79.93,MSP,-4.96,130,5.75,2013
3,13,12,0.03,96.39,MSP,34.77,70,8.51,2013
14,13,12,0,70.09,MSP,14.9,290,5.75,2013
3,14,12,0.03,92.94,MSP,35.49,90,8.51,2013
4,14,12,0.06,98.22,MSP,30.32,330,7.09,2013
22,14,12,0,74.31,MSP,19.28,320,11.12,2013
30,14,12,0.01,77.75,MSP,-0.58,0,5.37,2013
14,18,12,0,81.25,MSP,10.58,270,12.27,2013
30,18,12,0.01,78.14,MSP,1.22,80,5.75,2013
22,19,12,0,82.42,MSP,11.21,300,7.47,2013
9,4,9,0,81,MSP,71.06,130,8.05,2013
19,5,9,0.04,92.36,MSP,71.78,130,5.75,2013
15,6,9,0.06,94.93,MSP,57.11,20,5.17,2013
15,9,9,0,93.54,MSP,57.38,350,10.64,2013
20,9,9,0,80.64,MSP,59,250,6.9,2013
27,9,9,0,70.26,MSP,69.08,150,14.95,2013
28,9,9,0,78.66,MSP,66.92,160,17.25,2013
1,11,9,0,62.07,MSP,71.78,290,12.65,2013
15,12,9,0,74.75,MSP,62.06,10,11.5,2013
1,13,9,0,59.08,MSP,73.04,310,12.65,2013
18,13,9,0,82.17,MSP,73.22,160,8.05,2013
15,14,9,0,72.42,MSP,62.96,20,11.5,2013
18,14,9,0,78.45,MSP,73.67,170,10.93,2013
1,15,9,0,59.32,MSP,71.96,320,16.1,2013
1,16,9,0,57.32,MSP,73.94,320,16.1,2013
28,16,9,0,77.49,MSP,59,250,10.35,2013
1,17,9,0,59.08,MSP,73.04,320,13.8,2013
14,18,9,0,54.66,MSP,68,170,11.5,2013
14,23,9,0.02,93.38,MSP,57.11,110,13.23,2013
4,0,10,0.01,96.78,MSP,55.94,360,10.35,2013
19,0,10,0,70.42,MSP,44.06,270,8.05,2013
16,1,10,0,95.99,MSP,46.04,340,11.5,2013
18,2,10,0.01,91.76,MSP,41.36,320,14.18,2013
21,2,10,0,68.56,MSP,35.78,300,14.95,2013
29,2,10,0,58.66,MSP,33.98,50,5.75,2013
29,3,10,0,58.66,MSP,33.98,50,5.75,2013
18,4,10,0.01,93.02,MSP,41,320,9.97,2013
20,5,10,0,88.37,MSP,33.08,0,0,2013
30,7,10,0.01,98.87,MSP,42.86,110,7.28,2013
3,8,10,0,93.13,MSP,59,60,5.75,2013
12,8,10,0,76.71,MSP,50,200,10.35,2013
19,9,10,0,89.25,MSP,37.94,190,3.45,2013
20,10,10,0.02,92.43,MSP,35.96,130,6.9,2013
21,10,10,0,69.28,MSP,33.98,290,11.5,2013
6,11,10,0,82.31,MSP,51.89,0,0,2013
19,12,10,0,76.16,MSP,44.06,260,8.05,2013
22,12,10,0,73.23,MSP,37.58,350,4.98,2013
23,12,10,0,61.35,MSP,37.04,320,13.8,2013
19,13,10,0,70.52,MSP,44.96,250,4.6,2013
12,14,10,0,58.89,MSP,53.96,250,13.8,2013
23,14,10,0,54.51,MSP,37.94,300,13.8,2013
12,10,1,0,66.97,MSP,15.2,250,15.72,2013
27,10,2,0,70.53,MSP,33.44,350,18.98,2013
14,14,2,0,76.22,MSP,29.57,300,12.65,2013
17,16,2,0,66.34,MSP,30.92,150,20.7,2013
30,6,4,0,77.92,MSP,64.04,150,14.95,2013
8,7,5,0,69.29,MSP,60.08,130,5.75,2013
11,9,5,0,53.03,MSP,44.06,320,25.3,2013
29,10,5,0,81.15,MSP,66.02,110,10.35,2013
19,11,5,0,72.94,MSP,73.76,140,12.94,2013
29,13,5,0,76.81,MSP,71.33,100,12.07,2013
7,11,6,0,72.24,MSP,61.22,320,2.68,2013
20,14,6,0,51.25,MSP,84.92,110,10.35,2013
22,14,6,0,71.5,MSP,76.46,20,2.3,2013
9,19,6,0,80.5,MSP,67.1,90,9.2,2013
9,20,6,0,82.23,MSP,66.44,80,8.43,2013
20,21,6,0,46.32,MSP,84.92,140,5.75,2013
26,20,7,0,69.86,MSP,60.98,350,12.65,2013
25,22,7,0,51.76,MSP,77,260,6.9,2013
30,2,8,0,69.43,MSP,82.04,210,4.6,2013
8,8,8,0,80.34,MSP,62.06,0,0,2013
8,11,8,0,60.91,MSP,69.08,250,5.75,2013
6,12,8,0,65.9,MSP,73.04,170,9.2,2013
27,19,8,0,65.31,MSP,89.06,30,11.5,2013
20,14,9,0,58.36,MSP,63.98,300,14.18,2013
10,15,9,0,57.99,MSP,78.98,250,11.5,2013
15,16,9,0,67.15,MSP,65.54,20,17.63,2013
22,8,10,0,92.51,MSP,28.22,0,0,2013
22,9,10,0,85.05,MSP,30.92,0,0,2013
12,16,10,0,63.33,MSP,51.98,280,16.1,2013
22,18,10,0,66.85,MSP,39.02,300,5.75,2013
4,3,11,0,58.07,MSP,48.02,150,14.95,2013
5,11,11,0,76.32,MSP,39.92,0,0,2013
27,17,11,0,47.49,MSP,24.08,140,9.2,2013
8,20,11,0,57.63,MSP,44.96,160,20.7,2013
13,1,12,0,76.27,MSP,15.08,20,5.75,2013
2,6,12,0,84.93,MSP,28.94,110,6.9,2013
19,8,12,0,74.85,MSP,17.49,20,14.95,2013
13,13,12,0,67.07,MSP,15.98,60,10.35,2013
